title,cites,year,pubid,id
Diálogo nacional: bosques y comunidades: memorias,0,2005,LkGwnXOMwfcC,2-3013
Plan de Acción Inmediato-PAI para el municipio de Marmato 2010,0,NA,3fE2CSJIrl8C,2-3014
Plan de ordenación y manejo ambiental cuenca del río Guarinó: fase prospectiva,0,NA,MXK_kJrjxJIC,2-3015
Eje Cafetero: cambio climático y vulnerabilidad territorial,0,NA,8k81kl-MbHgC,2-3016
Plan de ordenación y manejo de la cuenca del río Campoalegre: fase prospectiva,0,NA,5nxA0vEk-isC,2-3017
Procesos en control y vigilancia forestal en la región pacífica y parte de la región andina de Colombia,0,NA,0EnyYjriUFMC,2-3018
"Formación Y CAPACITACIÓN SOCIOEMPRESARIAL Y AMBIENTAL, ALTERNATIVA DE DESARROLLO EMPRESARIAL PARTICIPATIVO Y SOSTENIBLE",0,NA,_FxGoFyzp5QC,2-3019
"CAMPESINOS, CAMPESINAS E INDIGENAS PROTAGONISTAS EN LA DEFINICION DE SU FUTURO DESARROLLO",0,NA,zYLM7Y9cAGgC,2-3020
Posicionamiento de la Gobernanza Forestal en Colombia: legalidad y sostenibilidad de la guadua en la ecorregión cafetera,0,NA,IjCSPb-OGe4C,2-3021
Sistematización de Experiencias y Estrategias de los Planes de Acción Inmediatos PAI de la cuenca del río Guarinó y la Charca de Guarinocito,0,NA,qjMakFHDy7sC,2-3022
Aprendizajes en procesos participativos de reconversión productiva: cuenca del río San Francisco,0,NA,9yKSN-GCB0IC,2-3023
Gestión de compras e inventarios a partir de pronósticos Holt-Winters y diferenciación de nivel de servicio por clasificación ABC,119,2013,u-x6o8ySG0sC,2-3024
Evolución de las teorías de explotación de recursos naturales: hacia la creación de una nueva ética mundial,67,2014,WF5omc3nYNoC,2-3025
Evolución de la normativa ambiental colombiana en función de las tendencias mundiales de desarrollo sostenible,25,2013,Se3iqnhoufwC,2-3026
Reducción del Tiempo de Terminación en la Programación de la Producción de una Línea de Flujo Híbrida Flexible (HFS),19,2015,roLk4NBRz8UC,2-3027
Algoritmo genético para reducir el makespan en un flow shop híbrido flexible con máquinas paralelas no relacionadas y tiempos de alistamiento dependientes de la secuencia,13,2015,2osOgNQ5qMEC,2-3028
Metodología de programación de producción en un flow shop híbrido flexible con el uso de algoritmos genéticos para reducir el makespan,12,2013,Y0pCki6q_DkC,2-3029
Programación de máquinas paralelas no relacionadas con tiempos de montaje dependientes de la secuencia y entrada dinámica usando algoritmos genéticos,10,2013,IjCSPb-OGe4C,2-3030
Modelo de Gestión de Compras basado en Inventarios por Demanda según Nivel de Servicio a partir de Pronósticos de Ventas,5,2012,_FxGoFyzp5QC,2-3031
Determinación de la mezcla óptima de productos para una tejeduría textil,4,2009,UeHWp8X0CEIC,2-3032
Applying TOC heuristics to job scheduling in a hybrid flexible flow shop,3,2014,qjMakFHDy7sC,2-3033
"Modelo de Enseñanza de las Técnicas de Programación de Producción, basado en Instrucción Invertida",2,2018,9yKSN-GCB0IC,2-3034
Análisis de la fertilidad por medio de técnicas de minería datos,0,2022,aqlVkmm33-oC,2-3035
Programming tasks in business processes like a realistic hybrid flexible flow shop using genetic algorithms,0,2022,4TOpqqG69KYC,2-3036
Optimizando parámetros de pronósticos de demanda con un algoritmo evolutivo,0,2021,4DMP91E08xMC,2-3037
Técnicas de Minería de Datos en la Industria Automotriz,0,2021,YOwf2qJgpHMC,2-3038
Software Antero: aplicaciones numéricas de técnicas enfocadas al rendimiento de las operaciones,0,2017,Tyk-4Ss8FVUC,2-3039
Software Antero: aplicaciones numéricas de técnicas enfocadas al rendimiento de las operaciones,0,2014,Zph67rFs4hoC,2-3040
Aspectos claves de la logística internacional en el sector de alimentos: compilación y contexto,0,2010,YsMSGLbcyi4C,2-3041
Optimal product mix determination for a textile fabric factory,0,2009,M3ejUd6NZC8C,2-3042
Diagnostico de las microempresas de confecciones en la ciudad de pereira,0,1986,W7OEmFMy1HYC,2-3043
Minería de Datos en la Productividad Laboral,0,NA,Wp0gIr-vW9MC,2-3044
Algoritmos Genéticos aplicados a la Eficiencia de la Logística de Almacenamiento,0,NA,qxL8FJ1GzNcC,2-3045
Mejora de tiempos de entrega en un flow shop híbrido flexible usando técnicas inteligentes. Aplicación en la industria de tejidos técnicos,0,NA,_kc_bZDykSQC,2-3046
Aplicaciones de Software para la didáctica de la Dirección de Producción y Operaciones,0,NA,hqOjcs7Dif8C,2-3047
Optimal development of textile products using Genetic Algorithms,0,NA,eQOLeE2rZwMC,2-3048
“El talento humano post COVID y perspectivas de las relaciones humanas en el entorno virtual”,0,2021,qjMakFHDy7sC,2-3049
Una visión innovadora del que hacer de las universidades con miras a ser empresas altamente rentables,0,2020,2osOgNQ5qMEC,2-3050
Tendencias motivadoras en la gestión del talento humano,0,2020,9yKSN-GCB0IC,2-3051
Propuesta de un sistema de inteligencia y vigilancia empresarial como mecanismo de supervivencia en las universidades del siglo XXI Victoria Blanquised Rivera Sandra Milena …,0,2020,d1gkVwhDpl0C,2-3052
El impacto de la deslaboralización en la cultura organizacional de las empresas floricultoras del Oriente Antioqueño,0,2009,u-x6o8ySG0sC,2-3053
Características de la logística y la infraestructura de Puerto Antioquia en las exportaciones antioqueñas,4,2020,qjMakFHDy7sC,2-3054
Estruturação de um escritório de negócios para competitividade organizacional como unidade acadêmico-administrativa,0,2022,ULOm3_A8WrAC,2-3055
Characteristics of logistics and infrastructure Puerto Antioquia in Antioquia exports,0,2022,YOwf2qJgpHMC,2-3056
"Memorias de investigación: Feria de Semilleros y Jornadas de Investigación de uniminuto, Seccional Antioquia-Chocó.",0,2020,IjCSPb-OGe4C,2-3057
Oportunidades de exportación de servicios de salud de Colombia a Ecuador,0,2018,eQOLeE2rZwMC,2-3058
Estudio de inteligencia de mercados para identificar oportunidades de exportación de servicios de salud para la unidad de negocios de pacientes internacionales del Hospital …,0,2015,0EnyYjriUFMC,2-3059
Modelo dinámico de exportación de las PyMEs,0,NA,u5HHmVD_uO8C,2-3060
Retos de la Alcaldía de Medellín para la aplicación de la Política Pública de Economía Social y Solidaria,10,2016,u5HHmVD_uO8C,2-3061
Política pública de economía solidaria en el contexto de planeación local y presupuesto participativo de medellín 2008-2015: evaluación de su efectividad,5,2015,IjCSPb-OGe4C,2-3062
Análisis del impacto social de las transferencias de los excedentes del sector solidario al sistema educativo: el caso de la Universidad de Antioquia,0,2018,9yKSN-GCB0IC,2-3063
Challenges faced by Medellín City Council in the application of public policy for Social and Solidarity-Based Economy,0,2016,u-x6o8ySG0sC,2-3064
Boletín 2922 de registros. Del 25 de abril al 01 de Mayo de 2009,0,2009,2osOgNQ5qMEC,2-3065
"La economía y el estado ante la economía de solidaridad, una nueva visión económica",0,2000,UeHWp8X0CEIC,2-3066
Evaluación de la efectividad de la aplicación de la política pública de economía solidaria en el tejido empresarial de la ciudad de Medellín-Colombia entre el,0,NA,qjMakFHDy7sC,2-3067
215-216 Editorial La era del desarrollo sostenible,0,NA,d1gkVwhDpl0C,2-3068
Responsabilidad Social Universitaria: una revisión sistemática y análisis bibliométrico,105,2019,zYLM7Y9cAGgC,2-3069
Branding Corporativo: una revisión bibliográfica,66,2020,eQOLeE2rZwMC,2-3070
Neuromarketing una herramienta validadora en la toma de decisiones en mercadeo visual-auditivo,32,2014,UeHWp8X0CEIC,2-3071
Internacionalización de empresas latinas: evolución y tendencias,27,2021,Se3iqnhoufwC,2-3072
Neuromarketing: Its current status and research perspectives,26,2020,35N4QoGY0k4C,2-3073
Marketing digital y comercio electrónico: un análisis bibliométrico,24,2020,RGFaLdJalmkC,2-3074
Riesgos en las Microfinanzas: Una revisión y análisis Bibliométrico,20,2020,O3NaXMp0MMsC,2-3075
Marketing viral:: Aplicación y tendencias,18,2020,M05iB0D1s5AC,2-3076
Economía Social y Economía Solidaria: un análisis bibliométrico y revisión de literatura [Social Economy and Solidarity Economy: a bibliometric analysis and literature review],13,2021,GnPB-g6toBAC,2-3077
Neuroeconomía: una revisión basada en técnicas de mapeo científico,11,2021,vV6vV6tmYwMC,2-3078
"Responsabilidad social corporativa y emprendimiento: evolución y tendencias de investigación. Desarrollo Gerencial, 13 (1), 1-34",7,2021,r0BpntZqJG4C,2-3079
Finanzas corporativas y sostenibilidad: un análisis bibliométrico e identificación de tendencias,3,2021,ns9cj8rnVeAC,2-3080
Organizational communication: a bibliometric analysis from 2005 to 2020,3,2021,HDshCWvjkbEC,2-3081
Riesgos en las Microfinanzas: Una revisión y análisis Bibliométrico,3,2020,lSLTfruPkqcC,2-3082
Toma de decisiones financieras: perspectivas de investigación,2,2021,hMod-77fHWUC,2-3083
Tendencias emergentes en la literatura sobre el compromiso del cliente: un análisis bibliométrico,1,2022,j3f4tGmQtD8C,2-3084
Valor en Riesgo y simulación: una revisión sistemática,1,2022,RHpTSmoSYBkC,2-3085
Neurociencia y comportamiento del consumidor: análisis estadístico de su evolución y tendencias en su investigación,0,2022,YFjsv_pBGBYC,2-3086
Tree of Science with Scopus: A Shiny Application,0,2022,BqipwSGYUEgC,2-3087
Perspectivas y tendencias de investigación en emprendimiento social,0,2022,M3NEmzRMIkIC,2-3088
Marco de referencia y tendencias de investigación de economía colaborativa,0,2022,NMxIlDl6LWMC,2-3089
Revisión teórica de industrias alternativas para el comercio internacional desde la perspectiva de la sostenibilidad: Caso mercados verdes en Colombia,0,2020,ufrVoPGSRksC,2-3090
Marketing digital y comercio electrónico: un análisis bibliométrico Digital marketing and e-commerce: a bibliometric analysis,0,NA,ldfaerwXgEUC,2-3091
"Mercado de Productos Alimenticios FIT en la Ciudad de Pereira, Colombia1 FIT Food Products Market in the City of Pereira, Colombia",0,NA,RYcK_YlVTxYC,2-3092
Networking en pequeña empresa: una revisión bibliográfica utilizando la teoria de grafos,164,2014,Tyk-4Ss8FVUC,2-3093
Metabolomics and pesticides: systematic literature review using graph theory for analysis of references,105,2016,eQOLeE2rZwMC,2-3094
Branding Corporativo: una revisión bibliográfica,66,2019,R3hNpaxXUhUC,2-3095
SAP algorithm for citation analysis: An improvement to tree of science,54,2020,e5wmG9Sq2KIC,2-3096
Difusión de productos a través de redes sociales: una revisión bibliográfica utilizando la teoría de grafos,53,2013,IjCSPb-OGe4C,2-3097
Executive Function performance in patients with obesity: A systematic review,30,2019,MLfJN-KU85MC,2-3098
Marketing Emprendedor: Una perspectiva cronológica utilizando Tree of Science,20,2017,roLk4NBRz8UC,2-3099
Subáreas de internacionalización de emprendimientos: una revisión bibliográfica,11,2020,LI9QrySNdTsC,2-3100
"Hasta la Vista, Baby-Will Machine Learning Terminate Human Literature Reviews in Entrepreneurship?",10,2021,e_rmSamDkqQC,2-3101
Potencial de ingresos pasivos para los distribuidores en empresas de mercadeo multinivel con un plan de compensación binario,9,2012,u5HHmVD_uO8C,2-3102
Analysis of dynamic networks based on the Ising model for the case of study of co-authorship of scientific articles,7,2021,oNZyr7d5Mn4C,2-3103
Scientometric Overview of Coffee By-Products and Their Applications,4,2021,SpbeaW3--B0C,2-3104
"Market orientation: importance, evolution, and emerging approaches using scientometric analysis",2,2021,Dip1O2bNi0gC,2-3105
Referral campaigns for software startups: The impact of network characteristics on product adoption,1,2022,HbR8gkJAVGIC,2-3106
Una revisión bibliográfica del Fintech y sus principales subáreas de estudio,1,2021,S16KYo8Pm5AC,2-3107
Network marketing en microempresas. Incidencia de la estrategia de referidos utilizando redes complejas y modelado basado en agentes,1,2016,k8Z6L05lTy4C,2-3108
"Tree of Science - ToS: A Web-Based Tool for Scientific Literature Recommendation. Search Less, Research More!",0,2022,0N-VGjzr574C,2-3109
Tree of Science with Scopus: A Shiny Application,0,2022,edDO8Oi4QzsC,2-3110
Tendencias teóricas y desafíos en la comunicación de la responsabilidad social corporativa,0,2022,ruyezt5ZtCIC,2-3111
Networking as a Word of Mouth Marketing Strategy in Entrepreneurial Contexts,0,2018,0EnyYjriUFMC,2-3112
HOW TO ACTIVATE WORD OF MOUTH SALES? NETWORKING STRATEGIES IN ENTREPRENEURIAL MARKETING,0,2017,hC7cP41nSMkC,2-3113
"Formulación del Plan Estratégico Regional de Ciencia, Tecnología e Innovación para el departamento del Chocó (PERCTI)",0,2012,u-x6o8ySG0sC,2-3114
ASPECTOS CULTURALES Y ACTITUDINALES QUE DETERMINAN LA MENTALIDAD DEL EMPRESARIO DE QUIBDO,0,2009,u5HHmVD_uO8C,2-3115
"Formación académica, valores, empatía y comportamientos socialmente responsables en estudiantes universitarios",156,2014,UeHWp8X0CEIC,2-3116
Estructura factorial de la función ejecutiva desde el dominio conductual,71,2008,u5HHmVD_uO8C,2-3117
Teoría de la mente: una revisión acerca del desarrollo del concepto,63,2010,IjCSPb-OGe4C,2-3118
Teoría de la mente y empatía como predictores de conductas disociales en la adolescencia,43,2014,qjMakFHDy7sC,2-3119
Relación entre lenguaje expresivo y receptivo y habilidades prelectoras,29,2018,ZeXyd9-uunAC,2-3120
Experiencias iberoamericanas en responsabilidad social universitaria,22,2015,mVmsd5A6BfQC,2-3121
Preditores psicolinguísticos da aquisição e aprendizagem do inglês como segunda língua,21,2013,LkGwnXOMwfcC,2-3122
Riesgos psicosociales y actitudes sobre prácticas sexuales bajo el efecto del alcohol o drogas en adolescentes de la ciudad de Medellín,15,2013,aqlVkmm33-oC,2-3123
Empathic skills and theory of mind in female adolescents with conduct disorder,14,2017,5nxA0vEk-isC,2-3124
Swiping right: face perception in the age of Tinder,12,2019,qUcmZB5y_30C,2-3125
Effects of suboptimally presented erotic pictures on moral judgments: A cross-cultural comparison,11,2016,QIV2ME_5wuYC,2-3126
Aproximación a la automaticidad de los juicios evaluativos: implicaciones de los errores en la atribución afectiva para la cognición social,6,2017,UebtZRa9Y70C,2-3127
"Ética profesional y responsabilidad social universitaria: universidad, sociedad y sujeto",6,2016,isC4tDSrTZIC,2-3128
Experiencias iberoamericanas en responsabilidad social universitaria,6,2015,2osOgNQ5qMEC,2-3129
"Academic training, values, empathy and socially responsible behavior in university students",5,2014,blknAaTinKkC,2-3130
The “Joker” laugh: Social judgments towards affective deviants in a sample of young offenders with callous unemotional traits,3,2021,hMod-77fHWUC,2-3131
Relationship between expressive and receptive and pre-reading skills,3,2018,L8Ckcad2t8MC,2-3132
¿ Estrellas o constelaciones?: implicaciones de los estudios cognitivos para el modelo dimensional de la emoción,3,2016,roLk4NBRz8UC,2-3133
Estructura factorial de la función ejecutiva utilizando un inventario de conductas en adolescentes infractores del Valle de Aburrá,3,2006,4DMP91E08xMC,2-3134
"La funcionalidad de la entrevista clínica en la evaluación, diagnóstico e intervención neuropsicológica",2,2013,eQOLeE2rZwMC,2-3135
La forma de hacer y entender la investigación desde el grupo neurociencias básicas y aplicadas (nba),1,2016,0EnyYjriUFMC,2-3136
¿ Cómo es la relación entre cognición social y trastorno disocial de la conducta?,1,2015,zYLM7Y9cAGgC,2-3137
Psycholinguistic predictors of the acquisition and learning of English as a second language,1,2013,9yKSN-GCB0IC,2-3138
Factorial structure of the executive function from the behavioral domain,1,2008,d1gkVwhDpl0C,2-3139
Dos pasos básicos para el origen de las investigaciones científicas,1,2007,WF5omc3nYNoC,2-3140
Consistency and validity of the inventory of callous-unemotional traits in a multi-centric community sample,0,2022,J_g5lzvAfSwC,2-3141
Structural Model of Suicidal Ideation and Behavior: Mediating Effect of Impulsivity,0,2021,BqipwSGYUEgC,2-3142
The'Joker'laugh: Social judgments towards affective deviants in a sample of young offenders with callous unemotional traits,0,2021,O3NaXMp0MMsC,2-3143
"Gender differences in the association between theory of mind, empathy and conduct disorder: A cross-sectional study",0,2020,iH-uZ7U-co4C,2-3144
Maestría en Educación y Desarrollo Humano Cohorte UMZ 25 Línea de Investigación: Ambientes Educativos,0,2018,RGFaLdJalmkC,2-3145
AN APPROACH TO THE AUTOMATICITY OF EVALUATIVE JUDGMENTS: THE IMPLICATIONS OF AFFECTIVE MISATTRIBUTION IN SOCIAL COGNITION,0,2017,3fE2CSJIrl8C,2-3146
The way to make and understand the research from the basic and applied neurosciences group (nba),0,2016,M3ejUd6NZC8C,2-3147
Effekter av suboptimalt presentert erotiske bilder på moralske dommer: En tverrkulturell sammenligning (2016),0,2016,YFjsv_pBGBYC,2-3148
Psycholinguistic predictors of the acquisition and learning of English as a second language/Predictores psicolinguisticos de la adquisicion y aprendizaje del ingles como …,0,2013,Se3iqnhoufwC,2-3149
Psychosocial Risk and Attitudes about Sexual Practices with Alcohol or Drugs Effects in Adolescents at Medellín,0,2013,u-x6o8ySG0sC,2-3150
"CLINICAL INTERVIEW'S FUNCTIONALITY IN EVALUATION, DIAGNOSIS AND NEUROPSYCHOLOGICAL INTERVENTION",0,2013,4TOpqqG69KYC,2-3151
Processos psicolingüístics associats amb la llengua materna que afavoreixen l'aprenentatge de l'anglès com a segona llengua,0,2013,ufrVoPGSRksC,2-3152
ENCUENTRO NACIONAL DE INVESTIGACIÓN,0,2013,YsMSGLbcyi4C,2-3153
Intervenciones psicológicas en niños y adolescentes con trastorno de conducta y rasgos insensibles y carentes de emociones: una revisión narrativa7,0,NA,NaGl4SEjCO4C,2-3154
DOCTORADO EN ESTUDIOS INTERDISCIPLINARIOS EN PSICOLOGÍA FUNDAMENTO EPISTÉMICO Y CONCEPTUAL LÍNEA: NEUROPSICOLOGÍA GRUPO DE INVESTIGACIÓN QUE LA SOPORTA NEUROCIENCIAS BÁSICAS Y …,0,NA,ns9cj8rnVeAC,2-3155
Colombia vs. Spain: Affective priming effects on moral judgments are moderated by cultural factors,0,NA,dhFuZR0502QC,2-3156
Comité editorial de esta publicación,0,NA,9ZlFYXVOiuMC,2-3157
Una guía para la prevención,0,NA,qxL8FJ1GzNcC,2-3158
PROCESSOS PSICOLINGÜÍSTICS ASSOCIATS AMB LA LLENGUA MATERNA QUE AFAVOREIXEN L’APRENENTATGE DE L’ANGLÈS COM A SEGONA LLENGUA PSYCHOLINGUISTIC PROCESSES ASSOCIATED,0,NA,_kc_bZDykSQC,2-3159
Responsabilidad Social Universitaria. Formación socialmente responsable,0,NA,W7OEmFMy1HYC,2-3160
Keep your (social) distance: Pathogen concerns and social perception in the time of COVID-19,111,2020,Zph67rFs4hoC,2-3161
Affective priming using facial expressions modulates liking for abstract art,47,2013,roLk4NBRz8UC,2-3162
On the relationships between disgust and morality: A critical review,43,2013,W7OEmFMy1HYC,2-3163
Relación entre lenguaje expresivo y receptivo y habilidades prelectoras,29,2018,4DMP91E08xMC,2-3164
"Wrong outside, wrong inside: A social functionalist approach to the uncanny feeling",16,2018,8k81kl-MbHgC,2-3165
Aportaciones del estudio de la cognición implícita al ámbito de la psicología del consumidor: resultados y perspectivas,16,2014,2osOgNQ5qMEC,2-3166
The new science of moral cognition: the state of the art,15,2014,WF5omc3nYNoC,2-3167
Empathic skills and theory of mind in female adolescents with conduct disorder,14,2017,IjCSPb-OGe4C,2-3168
Swiping right: face perception in the age of Tinder,12,2019,KlAtU1dfN6UC,2-3169
Effects of suboptimally presented erotic pictures on moral judgments: A cross-cultural comparison,11,2016,UeHWp8X0CEIC,2-3170
Darwin’s legacy: A comparative approach to the evolution of human derived cognitive traits,10,2016,-f6ydRqryjwC,2-3171
Shocking moral judgments,10,2012,ufrVoPGSRksC,2-3172
Looking for the right swipe: Gender differences in self-presentation on Tinder profiles,9,2019,9ZlFYXVOiuMC,2-3173
Applying an implicit approach to research on the uncanny feeling.,9,2019,3fE2CSJIrl8C,2-3174
"Actitudes religiosas, valores y razonamiento moral prosocial en una muestra adolescente",9,2018,hqOjcs7Dif8C,2-3175
Implicit attitudes toward violence in a sample of adolescent offenders with conduct disorder,6,2021,u-x6o8ySG0sC,2-3176
"An investigation of Facebook users' implicit associations between Facebook, sexual and prosocial behavior",6,2018,MXK_kJrjxJIC,2-3177
Aproximación a la automaticidad de los juicios evaluativos: implicaciones de los errores en la atribución afectiva para la cognición social,6,2017,9yKSN-GCB0IC,2-3178
EFFECTS OF THE TIME COURSE OF DISGUST PRIMING IN THE SEVERITY OF MORAL JUDGMENTS: LESSEST SEVERITY AT THE SHORTEST SOA,6,2012,Se3iqnhoufwC,2-3179
Contextual disgust induced through affective priming influences moral judgments by making them less severe,5,2011,eQOLeE2rZwMC,2-3180
"The creepy, the bad and the ugly: exploring perceptions of moral character and social desirability in uncanny faces",4,2021,YOwf2qJgpHMC,2-3181
"Actitudes religiosas, valores y razonamiento moral prosocial en una muestra adolescente",4,2018,qxL8FJ1GzNcC,2-3182
The “Joker” laugh: Social judgments towards affective deviants in a sample of young offenders with callous unemotional traits,3,2021,ZeXyd9-uunAC,2-3183
In masks we trust: Explicit and implicit reactions to masked faces vary by voting intention,3,2021,hC7cP41nSMkC,2-3184
Relationship between expressive and receptive and pre-reading skills,3,2018,aqlVkmm33-oC,2-3185
¿ Estrellas o constelaciones?: implicaciones de los estudios cognitivos para el modelo dimensional de la emoción,3,2016,YsMSGLbcyi4C,2-3186
The application of cognitive psychology to the area of the (implicit) psychology of the consumer: Results and perspectives,3,2014,UebtZRa9Y70C,2-3187
Deconstruyendo la mente moral: cuando la evidencia habla,2,2014,u5HHmVD_uO8C,2-3188
"Effects of the time course of negative affective priming on moral judgment: the shortest the soa, the lesser the severity",2,2012,qUcmZB5y_30C,2-3189
Contextual disgust induced through affective priming influences moral judgments by making them less severe,2,2011,M3ejUd6NZC8C,2-3190
La mente moral corporizada: aproximación a la naturaleza embodied de la cognición moral,1,2013,d1gkVwhDpl0C,2-3191
In Masks we Trust: Explicit and Implicit Reactions to Masked Faces Vary by Political Orientation,0,2021,e5wmG9Sq2KIC,2-3192
The'Joker'laugh: Social judgments towards affective deviants in a sample of young offenders with callous unemotional traits,0,2021,TQgYirikUcIC,2-3193
La psicología de la aversión... En los tiempos de la covid-19,0,2020,4TOpqqG69KYC,2-3194
"Gender differences in the association between theory of mind, empathy and conduct disorder: A cross-sectional study",0,2020,dhFuZR0502QC,2-3195
"Corrigendum to “Erotic suboptimal stimuli affects moral, decision-making. A cross-cultural comparison”[IBRO Rep. 6S (2019) S66]",0,2019,kNdYIx-mwKoC,2-3196
AN APPROACH TO THE AUTOMATICITY OF EVALUATIVE JUDGMENTS: THE IMPLICATIONS OF AFFECTIVE MISATTRIBUTION IN SOCIAL COGNITION,0,2017,_FxGoFyzp5QC,2-3197
Effekter av suboptimalt presentert erotiske bilder på moralske dommer: En tverrkulturell sammenligning (2016),0,2016,hFOr9nPyWt4C,2-3198
Quan allò moral és emocional: aproximació dimensional a la naturalesa afectiva dels dilemes morals,0,2015,Wp0gIr-vW9MC,2-3199
Quan allò moral és emocional: aproximació dimensional a la naturalesa afectiva dels dilemes morals,0,2015,Tyk-4Ss8FVUC,2-3200
La nueva ciencia de la cognición moral: estado de la cuestión,0,2014,Y0pCki6q_DkC,2-3201
Deconstructing the moral mind: when data speak,0,2014,qjMakFHDy7sC,2-3202
La nueva ciencia de la cognición moral: estado de la cuestión,0,2014,R3hNpaxXUhUC,2-3203
IBRO Reports,0,NA,_kc_bZDykSQC,2-3204
Colombia vs. Spain: Affective priming effects on moral judgments are moderated by cultural factors,0,NA,5nxA0vEk-isC,2-3205
Sex feels right: A cross-cultural comparison of the effects of suboptimal sexual pictures on moral judgments,0,NA,0EnyYjriUFMC,2-3206
Suboptimal affective priming by disgust and horror pictures reduces the severity of moral judgments,0,NA,LkGwnXOMwfcC,2-3207
Moral Foundations,0,NA,zYLM7Y9cAGgC,2-3208
Mecanismos de desconexión moral y su relación con la empatía y la prosocialidad en adolescentes que han tenido experiencias delictivas,58,2019,Tyk-4Ss8FVUC,2-3209
Prosocialidad estado actual de la investigación en Colombia,54,2019,2osOgNQ5qMEC,2-3210
Riesgo e Ideación Suicida y su Relación con la Impulsividad y la Depresión en Adolescentes Escolares,41,2020,0EnyYjriUFMC,2-3211
Predictores psicológicos del riesgo suicida en estudiantes universitarios,39,2019,roLk4NBRz8UC,2-3212
"Prosocialidad en niños, niñas y adolescentes desvinculados de grupos armados ilegales: retos y reflexiones para la investigación social",35,2018,UeHWp8X0CEIC,2-3213
Tendencias prosociales y su relación con la empatía y la autoeficacia emocional en adolescentes en vulnerabilidad psicosocial,34,2020,4TOpqqG69KYC,2-3214
Conductas prosociales y su relación con la empatía y la autoeficacia para la regulación emocional en adolescentes desvinculados de grupos armados ilegales,23,2019,Zph67rFs4hoC,2-3215
"Motivaciones prosociales, empatía y diferencias de género en adolescentes víctimas del conflicto armado e infractores de la ley",17,2020,3fE2CSJIrl8C,2-3216
"Potenciales prosociales en niños, niñas y adolescentes desvinculados de grupos armados ilegales en Colombia",16,2019,ufrVoPGSRksC,2-3217
De la cosmología Peirciana a la evolución social: Reflexiones sobre el agapismo y los hábitos sociales en sentido evolutivo.,14,2018,d1gkVwhDpl0C,2-3218
Riesgo suicida y su relación con la inteligencia emocional y la autoestima en estudiantes universitarios,13,2020,4DMP91E08xMC,2-3219
Motivaciones prosociales y desconexión moral en adolescentes desvinculados de grupos armados ilegales,13,2019,KlAtU1dfN6UC,2-3220
Duelo en la infancia: la constitución de la pérdida y la muerte en la niñez,11,2018,qjMakFHDy7sC,2-3221
"Potenciales prosociales en niños, niñas y adolescentes desvinculados de grupos armados ilegales en Colombia. Quaderns de Psicologia, 21 (2), e1483",8,2019,k_IJM867U9cC,2-3222
"Prosocialidad: una propuesta alternativa para el trabajo con niños, niñas y adolescentes desvinculados de grupos armados ilegales",8,2017,Wp0gIr-vW9MC,2-3223
Rasgos de personalidad de un grupo de videojugadores en la ciudad de Manizales,7,2018,_FxGoFyzp5QC,2-3224
Perspectivas de estudio sobre el comportamiento suicida en niños y adolescentes: Una revisión sistemática de la literatura utilizando la teoría de grafos.,6,2021,QIV2ME_5wuYC,2-3225
Psychosocial Factors and Clinical Predictors of Suicide Risk in College Students,6,2020,dhFuZR0502QC,2-3226
Risk and Suicidal Ideation and its Relationship with Impulsivity and Depression in School Adolescent,6,2020,5nxA0vEk-isC,2-3227
The Protective Role of Empathy and Emotional Self-efficacy in Predicting Moral Disengagement in Adolescents Separated from Illegal Armed Groups,5,2021,IWHjjKOFINEC,2-3228
"Capacidad intelectual en niños, niñas y adolescentes diagnosticados con TDAH",5,2019,WF5omc3nYNoC,2-3229
"Conductas prosociales en adolescentes desvinculados de grupos armados ilegales, pertenecientes a la modalidad Hogar Sustituto Tutor del ICBF",5,2017,mVmsd5A6BfQC,2-3230
Moral disengagement mechanisms and its relationship with aggression and bullying behaviour among school children and youth at psychosocial risk,4,2021,isC4tDSrTZIC,2-3231
Orientación suicida y su relación con factores psicológicos y sociodemográficos en estudiantes universitarios,2,2021,M3NEmzRMIkIC,2-3232
Evolución del estudio sobre el efecto de la crianza en las conductas prosociales en la infancia y la adolescencia: una revisión sistemática,2,2021,j3f4tGmQtD8C,2-3233
DEPRESSION AS A MEDIATOR BETWEEN BULLYING AND SUICIDAL BEHAVIOR IN CHILDREN AND ADOLESCENTS.,2,2021,YFjsv_pBGBYC,2-3234
Vivir el contexto: exigencias y relaciones contrapuestas en jóvenes,2,2020,R3hNpaxXUhUC,2-3235
"Concepto de experiencia humana, jóvenes y violencia",2,2020,mB3voiENLucC,2-3236
"Jóvenes, violencia y paz. Contexto e intencionalidad",2,2020,hFOr9nPyWt4C,2-3237
Hacia una explicación naturalizada del problema filosófico de las otras mentes,2,2019,8k81kl-MbHgC,2-3238
Prosocial behaviors and their relationship with empathy and selfefficacy for emotional regulation in adolescents disconnected from illegal armed groups,2,2019,M3ejUd6NZC8C,2-3239
THE ASSOCIATION BETWEEN BULLYING AND CYBERBULLYING AT SCHOOL AND THE PREDICTOR EFFECT OF MORAL DISENGAGEMENT: A BIBLIOMETRIC REVIEW BASED ON GRAPH THEORY,1,2022,zA6iFVUQeVQC,2-3240
