"","title","cites","year","pubid"
"2716","EL GEOGEBRA COMO HERRAMIENTA PARA EL ANÁLISIS DEL CICLO DE LIQUIDEZ Y CICLO DE CAJA EN LAS PYMES",0,2014,"XiVPGOgt02cC"
"2717","MODELACIÓN MATEMÁTICA EN ¿GEOGEBRA¿ DEL INDUCTOR DE VALOR - PDC: HERRAMIENTA FINANCIERA PARA LA TOMA DE DECISIONES EMPRESARIALE",0,2014,"bnK-pcrLprsC"
"2718","""APLICACIÓN DEL INDUCTOR DE VALOR OPERATIVO, KTNO Y SU PRODUCTIVIDAD, EN LA CONTABILIDAD PÚBLICA GUBERNAMENTAL, COMO HERRAMIENTA FINANCIERA PARA LA TOMA DE DECISIONES.",0,2014,"wbdj-CoPYUoC"
"2719","Cálculo de la cuota de préstamo serie uniforme anualidades con el software matemático de geometría Geogebra",0,2014,"J-pR_7NvFogC"
"2720","A GERENCIA EN EL MANEJO DEL EFECTIVO Y LOS EFECTOS FRENTE AL ENDEUDAMIENTO Y RENTABILIDAD",0,2014,"vRqMK49ujn8C"
"2721","Nuevas Alternativas de Financiación, Fondeo, y préstamos a sectores no aptos para el sistema financiero colombiano",0,2014,"08ZZubdj9fEC"
"2722","NUEVAS MODALIDADES DE FINANCIACIÓN PARA MICROEMPRESAS""",0,2014,"K3LRdlH-MEoC"
"2723","Gradients finance sectors not for bank credit sotfware discussed with GEOGEBRA",0,2013,"kNdYIx-mwKoC"
"2724","NUEVAS ALTERNATIVAS DE FINANCIACIÓN, FONDEO Y PRÉSTAMOS A SECTORES NO APTOS PARA EL SISTEMA FINANCIERO COLOMBIANO",0,2013,"5ugPr518TE4C"
"2725","Cálculo de la cuota de préstamo serie uniforme anualidades con el software matemático de geometría Geogebra",0,2013,"1qzjygNMrQYC"
"2726","Cálculo de la cuota para préstamo con gradiente aritmético creciente y su aplicación en software matemático iteractivo, como herramienta de apoyo empresarial y pedagógica",0,2013,"V3AGJWp-ZtQC"
"2727","Financiación con gradientes a sectores no aptos para credito bancario analizados con sotfware geogebra",0,2013,"KlAtU1dfN6UC"
"2728","Financiación con gradientes a sectores no aptos para credito bancario analizados con sotfware geogebra",0,2013,"9yKSN-GCB0IC"
"2729","EL INDUCTOR-PDC ENFOCADO A MEDIR EL CRECIMIENTO Y GENERACIÓN DE VALOR PARA LA PYME",0,NA,"JQOojiI6XY0C"
"2730","La cultura financiera en estudiantes de pregrado: riesgos y oportunidades en el manejo del dinero1",0,NA,"_B80troHkn4C"
"2731","Asociatividad empresarial y liderazgo ambidiestro como generadores de innovación",43,2019,"2osOgNQ5qMEC"
"2732","Evolución de la Administración",23,2018,"9yKSN-GCB0IC"
"2733","Relación entre liderazgo e innovación en las pymes de la comuna once de Medellín",14,2018,"qjMakFHDy7sC"
"2734","Grado de madurez en la gestión de proyectos de la empresa Eco Habit SAS",5,2014,"LkGwnXOMwfcC"
"2735","Sistema axiológico de los alumnos del Programa Contaduría Pública de la Universidad Católica Luis Amigó–Medellín–Colombia",3,2020,"Tyk-4Ss8FVUC"
"2736","Situaciones de violencia ocupacional generadas en los estudiantes del Programa Administración de Empresas sede Medellín de la Universidad Católica Luis Amigó.",0,2021,"ufrVoPGSRksC"
"2737","Incidencia del estilo de liderazgo en la violencia laboral en pymes de la Comuna Once de Medellín, Colombia",0,2020,"IjCSPb-OGe4C"
"2738","Gestión del conocimiento: una estrategia innovadora para el desarrollo de las universidades",0,2019,"UeHWp8X0CEIC"
"2739","Fundamentación de un Modelo de Gestión del Conocimiento",0,2018,"d1gkVwhDpl0C"
"2740","Fundamentación de un modelo de gestión del conocimiento para la Universidad Católica Luis Amigó",0,2018,"_FxGoFyzp5QC"
"2741","Relación entre liderazgo y violencia ocupacional en las pymes de la comuna once",0,2018,"u-x6o8ySG0sC"
"2742","GESTIÓN DEL CONOCIMIENTO: UNA ESTRATEGIA INNOVADORA PARA EL DESARROLLO DE LAS UNIVERSIDADES KNOWLEDGE MANAGEMENT: AN INNOVATIVE STRATEGY FOR THE DEVELOPMENT OF UNIVERSITIES",0,NA,"YsMSGLbcyi4C"
"2743","Estudio de preferencias declaradas sobre metodologías de enseñanzas constructivistas",4,2019,"9yKSN-GCB0IC"
"2744","Comprehensive Evaluation of Constructivist Methodologies from the Balanced Scorecard",2,2020,"zYLM7Y9cAGgC"
"2745","Factores sociodemográficos asociados a las preferencias de metodologías de aprendizaje",0,2022,"eQOLeE2rZwMC"
"2746","Preferencias de metodologías de aprendizaje a partir de modelos de elección",0,2022,"YsMSGLbcyi4C"
"2747","Humanitarian Social Logistic and the Fourth Sector: Policy Design for Communities Affected by the Disaster",0,2021,"Y0pCki6q_DkC"
"2748","Diseño de estrategias por medio de la metodología de gestión de procesos para maximizar vínculos entre empresa-universidad. Casos de estudio asignatura Gestión de Procesos",0,2020,"Tyk-4Ss8FVUC"
"2749","La formación en administración de empresas como herramienta clave para procesos empresariales",0,2020,"UeHWp8X0CEIC"
"2750","Evaluación integral de metodologías constructivistas a partir del Cuadro de Mando Integral",0,2020,"W7OEmFMy1HYC"
"2751","MODOS DE TRANSPORTE AL SERVICIO DE LA LOGÍSTICA HUMANITARIA: MODELOS DE ELECCIÓN",0,2019,"IjCSPb-OGe4C"
"2752","Modelo de elección de modo de transporte a partir de logística humanitaria para atender zonas de desastre",0,2019,"qjMakFHDy7sC"
"2753","Desarrollo de la logística humanitaria: una revisión de la literatura",0,2018,"u5HHmVD_uO8C"
"2754","Factores sociodemográficos asociados a las preferencias de metodologías de aprendizaje Sociodemographic Factors Associated with Learning Methodology Preferences Fatores …",0,NA,"ufrVoPGSRksC"
"2755","Medios digitales emergentes en la implementación de didácticas específicas en el programa de administración de empresas",10,2018,"2osOgNQ5qMEC"
"2756","El emprendimiento social como factor de sostenibilidad de la responsabilidad social",5,2018,"u-x6o8ySG0sC"
"2757","Effects of the Orange Economy on Social Entrepreneurship in the City of Medellin",2,2021,"LkGwnXOMwfcC"
"2758","EMPREENDEDORISMO SUSTENTÁVEL E novos MODELOS DE NEGÓCIOS: UMA PESQUISA DE MERCADO NA COLÔMBIA.",0,2021,"hqOjcs7Dif8C"
"2759","Sustainable entrepreneurship and new business models: a market research in Colombia",0,2021,"WF5omc3nYNoC"
"2760","Creación de una unidad estratégica de negocios dinámica de diversificación para mejorar la competitividad de las instituciones de educación superior",0,2021,"0EnyYjriUFMC"
"2761","Nonprofit Organizations of the Fourth Sector That Promote Education Social Solidarity Economy in the Fourth Industrial Revolution of Medellin, Colombia",0,2021,"UebtZRa9Y70C"
"2762","Una visión innovadora del que hacer de las universidades con miras a ser empresas altamente rentables",0,2020,"_FxGoFyzp5QC"
"2763","LIDERAZGO EDUCATIVO EN LA CUARTA REVOLUCIÓN INDUSTRIAL",0,2020,"eQOLeE2rZwMC"
"2764","Incidencia del COVID-19 en el contexto económico latinoamericano",0,2020,"8k81kl-MbHgC"
"2765","Propuesta de un sistema de inteligencia y vigilancia empresarial como mecanismo de supervivencia en las universidades del siglo XXI Victoria Blanquised Rivera Sandra Milena …",0,2020,"5nxA0vEk-isC"
"2766","Propuesta de un sistema de inteligencia y vigilancia empresarial como mecanismo de supervivencia en las universidades del siglo XXI Victoria Blanquised Rivera Sandra Milena …",0,2020,"ufrVoPGSRksC"
"2767","ASSESSING THE ONE-FOR-ONE BUSINESS MODEL: AN EMPIRICAL MARKET RESEARCH FOR SUSTAINABLE ENTREPRENEURSHIP",0,2019,"MXK_kJrjxJIC"
"2768","El liderazgo docente en el desarrollo de la Cuarta Revolución Industrial",0,2019,"YsMSGLbcyi4C"
"2769","EMPRENDIMIENTOS TURÍSTICOS EN ZONAS DE CONFLICTO, MEDELLÍN COLOMBIA COMO CIUDAD REGIÓN. CASO DORADAL",0,2019,"IjCSPb-OGe4C"
"2770","EMPRENDIENDO DESDE LA RAIS",0,2019,"UeHWp8X0CEIC"
"2771","EMERGING DIGITAL MEDIA IN THE IMPLEMENTATION OF SPECIFIC DIDACTICS IN THE BUSINESS ADMINISTRATION PROGRAM",0,2018,"qjMakFHDy7sC"
"2772","La efectividad de las empresas de base social en la ciudad de Medelli´n",0,2013,"u5HHmVD_uO8C"
"2773","Impacto de las corporaciones y organizaciones sin ánimo de lucro en la gobernabilidad en Medellín",0,2011,"9yKSN-GCB0IC"
"2774","Impact of corporations and non-profit organizations on governance in Medellin",0,2011,"d1gkVwhDpl0C"
"2775","PARTICIPACIÓN SOLIDARIA DESDE LA CUARTA REVOLUCIÓN INDUSTRIAL EN ANTIOQUIA",0,NA,"Se3iqnhoufwC"
"2776","4.9 UN NUEVO MODELO GERENCIAL EN LA CUARTA REVOLUCIÓN INDUSTRIAL",0,NA,"roLk4NBRz8UC"
"2777","Advances in traditional production of panela in Colombia: analysis of technological improvements and alternatives",8,2018,"UeHWp8X0CEIC"
"2778","Transición vítrea en alimentos: sistemas binarios agua-carbohidratos",7,2014,"0EnyYjriUFMC"
"2779","Landfill leachate treatment using hydrodynamic cavitation: exploratory evaluation",4,2022,"5nxA0vEk-isC"
"2780","Hydrodynamic Cavitation: Engineering and Agribusiness Approach",4,2019,"LkGwnXOMwfcC"
"2781","Transición vítrea en alimentos: sistemas binarios agua-carbohidratos",4,2014,"u-x6o8ySG0sC"
"2782","Reacciones químicas de los azúcares simples empleados en la industria alimentaria",3,2019,"W7OEmFMy1HYC"
"2783","Energy and Productivity Yield Assessment of a Traditional Furnace for Noncentrifugal Brown Sugar (Panela) Production",3,2018,"IjCSPb-OGe4C"
"2784","Estudio de composición centesimal y propiedades termo-físicas para la pulpa de açaí",2,2016,"d1gkVwhDpl0C"
"2785","Tendencias en el mundo de la gastronomía y la alimentación: una revisión desde la perspectiva colombiana",1,2020,"roLk4NBRz8UC"
"2786","Evaluacion de condiciones de fabricacion y calidad sensorial de cerveza artesanal tipo lager",1,2020,"_FxGoFyzp5QC"
"2787","Evaluación teórica del impacto ambiental de una hornilla tradicional para producción de panela",1,2016,"2osOgNQ5qMEC"
"2788","Modelamiento de la operación unitaria de deshidratación bajo diferentes esquemas de secado",1,2011,"u5HHmVD_uO8C"
"2789","Uses, nutritional properties and sensory evaluation for amaranth, quinoa and grape and coffee by-products.",0,2022,"MXK_kJrjxJIC"
"2790","FORMULACIÓN DE UNA HARINA INTEGRAL FUNCIONAL, A PARTIR DE CEREALES ANDINOS Y SUBPRODUCTOS DE LA UVA Y EL CAFÉ",0,2021,"UebtZRa9Y70C"
"2791","Perspectivas tecnológicas y nutricionales de la quinua (Chenopodium quinoa): un pseudocereal andino funcional",0,2021,"8k81kl-MbHgC"
"2792","Parameters for açaí pulp freezing",0,2019,"Y0pCki6q_DkC"
"2793","Determinación experimental de propiedades térmicas y físicas para jugo de caña, miel y panela",0,2016,"9yKSN-GCB0IC"
"2794","Características neuropsicológicas y neurofisiológicas de los distintos tipos de Afasias",9,2017,"u-x6o8ySG0sC"
"2795","Alteraciones Neurofisiológicas producidas por la Enfermedad de Huntington sobre la Calidad de Vida",6,2016,"u5HHmVD_uO8C"
"2796","Neurophysiological and neuropsychological damages produced by cocaine in adult populations",1,2018,"2osOgNQ5qMEC"
"2797","Neuropsychological and neurophysiological characteristics of the different types of Aphasias",0,2017,"d1gkVwhDpl0C"
"2798","Neurophysiological changes caused by Huntington's Disease on Quality of Life",0,2016,"9yKSN-GCB0IC"
"2799","TRASTORNOS DEL NEURODESARROLLO Y CARACTERÍSTICAS DEL APRENDIZAJE",0,NA,"qjMakFHDy7sC"
"2800","ESTADO NUTRICIONAL Y FRECUENCIA DE CONSUMO DE COMIDAS RÁPIDAS DE LA POBLACIÓN ESCOLARIZADA DE 6 A 18 AÑOS DE ESTRATO UNO DE LA CIUDAD  DE BARRANQUILLA – COLOMBIA",0,2003,"u5HHmVD_uO8C"
"2801","Medios digitales emergentes en la implementación de didácticas específicas en el programa de administración de empresas",10,2018,"Se3iqnhoufwC"
"2802","Cambios en el proceso de enseñanza aprendizaje en una IES producto del Covid-19",0,2021,"KlAtU1dfN6UC"
"2803","EMPREENDEDORISMO SUSTENTÁVEL E novos MODELOS DE NEGÓCIOS: UMA PESQUISA DE MERCADO NA COLÔMBIA.",0,2021,"kNdYIx-mwKoC"
"2804","Sustainable entrepreneurship and new business models: a market research in Colombia",0,2021,"hqOjcs7Dif8C"
"2805","Case Study: How Medellin Is Creating a Hub for Impact Start-ups",0,2021,"MXK_kJrjxJIC"
"2806","Intrainnovación social en las IES, estrategia en la formación de emprendedores para la 4ta revolución industrial",0,2020,"3fE2CSJIrl8C"
"2807","EMERGING DIGITAL MEDIA IN THE IMPLEMENTATION OF SPECIFIC DIDACTICS IN THE BUSINESS ADMINISTRATION PROGRAM",0,2018,"UebtZRa9Y70C"
"2808","CAPÍTULO V",0,NA,"Zph67rFs4hoC"
"2809","CAPÍTULO XXX VALOR AGREGADO DEL PROCESO FORMATIVO EN LOS GRADUADOS DE LA UNIVERSIDAD CATÓLICA LUIS AMIGÓ",0,NA,"8k81kl-MbHgC"
"2810","CAPÍTULO XIX INTRAINNOVACIÓN SOCIAL EN LAS IES, ESTRATEGIA EN LA FORMACIÓN DE EMPRENDEDORES PARA LA 4TA REVOLUCIÓN INDUSTRIAL",0,NA,"5nxA0vEk-isC"
"2811","5.5 EMPRENDIMIENTO EN COLOMBIA SURGIDO DEL DESPLAZAMIENTO EMPRESARIAL EN VENEZUELA. CASO: FACOLAC",0,NA,"0EnyYjriUFMC"
"2812","El clima organizacional en el emprendimiento sostenible",157,2018,"qjMakFHDy7sC"
"2813","Emprendimiento sostenible: una opción para el crecimiento local",7,2018,"2osOgNQ5qMEC"
"2814","Emprendimiento sostenible: una visión integral en la gestión del conocimiento",5,2017,"u-x6o8ySG0sC"
"2815","Digital activism in students of a university in central Mexico in the COVID-19 era",4,2022,"LkGwnXOMwfcC"
"2816","[ARTÍCULO RETRACTADO] Emprendimiento Sostenible como Estrategia para la Creación de Empresas",1,2018,"d1gkVwhDpl0C"
"2817","Mediation model of media determinants of water rates",0,2022,"0EnyYjriUFMC"
"2818","Model of the Determinants of Work Stimulation in Female Heads of Household",0,2022,"ufrVoPGSRksC"
"2819","The Intervention of Social Work Against the Governance of Sustainability: Review, Analysis and Discussion From 1976 to 2022",0,2022,"_FxGoFyzp5QC"
"2820","Hybrid Study of Occupational Self-Care in the COVID-19 Era",0,2022,"roLk4NBRz8UC"
"2821","Confirmatory factorial model of the administration of perceived security against COVID-19",0,2021,"Se3iqnhoufwC"
"2822","Valores de estudiantes universitarios: Universidad Católica Luis Amigó-Medellín-Colombia",0,2021,"IjCSPb-OGe4C"
"2823","Héctor Urzola Berrío/Isabel Cristina Rincón Rodríguez",0,2020,"hqOjcs7Dif8C"
"2824","Competencias específicas para la titulación de administración financiera",0,2020,"Y0pCki6q_DkC"
"2825","LA EDUCACIÓN AMBIENTAL EN EL prOyECTO EDUCATIVO INTEGrAL COMUNITArIA: UNA rEFLEXIÓN DEsDE LA pArTICIpACIÓN EN COMUNIDADEs EsCOLArEs",0,2020,"UeHWp8X0CEIC"
"2826","Emprendimiento sostenible como estrategia para la creación de empresas",0,2018,"UebtZRa9Y70C"
"2827","Sistema axiológico de los estudiantes universitarios: una mirada desde Colombia",0,NA,"WF5omc3nYNoC"
"2828","Bioliderazgo y neuronas espejo: nuevo paradigma de dirección organizacional",0,NA,"eQOLeE2rZwMC"
"2829","Retos y perspectivas de la universidad del futuro en la labor docente",0,NA,"YsMSGLbcyi4C"
"2830","CATÓLICA LUIs AMIGÓ",0,NA,"W7OEmFMy1HYC"
"2831","El ensayo: una estrategia de enseñanza-aprendizaje en tiempos de coronavirus SARS-CoV-2 (COVID-19)",0,NA,"Tyk-4Ss8FVUC"
"2832","Evaluar las competencias comunicativas de los estudiantes mediante un Entorno Virtual de Aprendizaje en la Universidad de Pamplona-Colombia",0,NA,"zYLM7Y9cAGgC"
"2833","VOLUMEN IV COLECCIÓN UNIÓN GLOBAL",0,NA,"9yKSN-GCB0IC"
"2834","PREVALENCIA DEL CONOCIMIENTO TÁCITO EN ECONOMÍA PARA LA GESTIÓN DE LAS EMPRESAS MAYORISTAS DE COMERCIO EN SINCELEJO",0,NA,"u5HHmVD_uO8C"
"2835","El clima organizacional en el emprendimiento sostenible",159,2018,"W7OEmFMy1HYC"
"2836","La Responsabilidad Social Universitaria: emprendimiento sostenible como impacto de intervención en comunidades vulnerables",73,2016,"4OULZ7Gr8RgC"
"2837","Emprendimiento sostenible para el desarrollo económico de las PYMES",43,2018,"Y0pCki6q_DkC"
"2838","Emprendimiento Sostenible como política de Estado",17,2014,"qjMakFHDy7sC"
"2839","El nuevo reto de la gerencia del talento humano los empleados tóxicos",12,2017,"4JMBOYKVnBMC"
"2840","A Responsabilidade Social Universitária: empreendedorismo sustentável como impacto da intervençâo em comunidades vulneráveis",11,2016,"u-x6o8ySG0sC"
"2841","Capital humano factor potencial para el emprendimiento sostenible",11,2014,"0EnyYjriUFMC"
"2842","La satisfacción laboral y los valores del gerente de aula en las etapas I y II de Educación Básica",8,2019,"Zph67rFs4hoC"
"2843","Gestión pedagógica en tiempos de crisis del COVID-19: Una dinámica pensada desde la práctica interdisciplinaria",7,2021,"fPk4N6BV_jEC"
"2844","Emprendimiento sostenible: una opción para el crecimiento local",7,2018,"eQOLeE2rZwMC"
"2845","E-competencias, apropiación social y actitudes hacia las TIC–TAC–TEP en las necesidades formativas del docente",6,2018,"k_IJM867U9cC"
"2846","Bioética gerencial",5,2019,"D03iK_w7-QYC"
"2847","Corporate environment in sustainable entreprenership",5,2018,"5nxA0vEk-isC"
"2848","Emprendimiento sostenible: una visión integral en la gestión del conocimiento",5,2017,"ufrVoPGSRksC"
"2849","Emprendimiento social sostenible en comunidades vulnerables: caso altos de la sabana de la ciudad de sincelejo, sucre, Colombia",5,2016,"IjCSPb-OGe4C"
"2850","Modelo de emprendimiento sostenible en las PYMES del municipio Baralt del estado Zulia",5,2015,"pyW8ca7W8N0C"
"2851","Evaluación de la gestión de almacenes. estudio de entidades del municipio Sancti Spiritus, Cuba",4,2020,"J_g5lzvAfSwC"
"2852","Matices de la planificación del desarrollo sostenible desde la complejidad",4,2018,"mVmsd5A6BfQC"
"2853","Política pública para el desarrollo local inclusivo desde la prospectiva estratégica en Colombia",3,2021,"a0OBvERweLwC"
"2854","Emprendimientos sostenible y liderazgo resonante e innovador binomio estratégico para el desarrollo sostenible en los territorios latinoamericanos",3,2020,"EUQCXRtRnyEC"
"2855","Tendencias en la investigación Universitaria",3,2019,"isC4tDSrTZIC"
"2856","Responsabilidad Social Universitaria como estrategia de impacto para el fomento de la cultura ambiental en comunidades vulnerables",3,2018,"ULOm3_A8WrAC"
"2857","La linguisticidad de la planificación del desarrollo sostenible desde los sistemas complejos adaptativos",2,2018,"maZDTaKrznsC"
"2858","Perspectiva de los Estudiantes sobre la Convivencia Escolar",2,2018,"HDshCWvjkbEC"
"2859","Sustainable social entrepreneurship as a strategy for peace in vulnerable communities",2,2017,"WF5omc3nYNoC"
"2860","Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso",1,2019,"dfsIfKJdRG4C"
"2861","Responsabilidad social de las cooperativas en su comunidad",1,2019,"RGFaLdJalmkC"
"2862","Emprendimiento sostenible: una visión latinoamericana",1,2019,"L8Ckcad2t8MC"
"2863","Estrategias de responsabilidad social universitaria para el emprendimiento y la inclusión laboral de comunidades vulnerables.",1,2018,"BqipwSGYUEgC"
"2864","Educational leadership in the 21st century from the perspective of sustainable entrepreneurship",1,2016,"u5HHmVD_uO8C"
"2865","Emprendimiento Sostenible como Modelo para Pymes",1,2016,"-f6ydRqryjwC"
"2866","Libro de Memorias. VI CONGRESO NACIONAL YV INTERNACIONAL DE INVESTIGACIÓN EN CIENCIAS ECONÓMICAS, ADMINISTRATIVAS Y CONTABLES. ITFIP 2021",0,2021,"_xSYboBqXhAC"
"2867","IV Congreso Internacional de Tendencias en la Investigación Universitaria, Una Visión desde Latinoamérica",0,2021,"bFI3QPDXJZMC"
"2868","Liderazgo transformador e innovador clave para el éxito del emprendimiento sostenible",0,2021,"cFHS6HbyZ2cC"
"2869","Gestión de la Ciencia, Tecnología e Innovación y su implicación en la Investigación Universitaria en Latinoamérica",0,2021,"b0M2c_1WBrUC"
"2870","Cubrimiento del posacuerdo colombiano en medios regionales en el contexto multimedial",0,2021,"u_35RYKgDlwC"
"2871","Pedagogical management in times of crisis: a dynamic thought from interdisciplinary practice.",0,2021,"rO6llkc54NcC"
"2872","Tendencias en la Investigación Universitaria-volumen IX: una visión desde Latinoamérica",0,2020,"M05iB0D1s5AC"
"2873","Formación por competencias en el contexto provocado por la pandemia del covid-19",0,2020,"3s1wT3WcHBgC"
"2874","Comportamiento de lagestión de ventas en empresas emprededoras del municipio Sancti Spiritus, Cuba",0,2020,"ZHo1McVdvXMC"
"2875","La universidad cubana su accionar ante la presencia del corona virus (COVID-19)",0,2020,"SeFeTyx0c_EC"
"2876","LA EDUCACIÓN AMBIENTAL EN EL prOyECTO EDUCATIVO INTEGrAL COMUNITArIA: UNA rEFLEXIÓN DEsDE LA pArTICIpACIÓN EN COMUNIDADEs EsCOLArEs",0,2020,"2P1L_qKh6hAC"
"2877","Influencia del liderazgo resonante en el desempeño laboral para crear organizaciones saludables",0,2020,"RYcK_YlVTxYC"
"2878","Matices de la planificación del desarrollo sostenible desde la complejidad",0,2020,"O3NaXMp0MMsC"
"2879","Responsabilidad ética herramienta para mejorar la competitividad del sector servicios petroleros",0,2020,"hMod-77fHWUC"
"2880","Tendencias en la investigación universitaria: una Visión desde Latinoamérica (Volumen VII)",0,2019,"hC7cP41nSMkC"
"2881","La satisfacción laboral y los valores del gerente de aula en las Etapas I y II de Educación Básica",0,2019,"_kc_bZDykSQC"
"2882","Incidencia de la aplicación de las Normas Internacionales de Información Financiera-NIIF para PYMES en la valoración de la prestación del servicio de parto. Un estudio de caso",0,2019,"YOwf2qJgpHMC"
"2883","Gamificación y Discapacidad Una alternativa socialmente responsable",0,2019,"ldfaerwXgEUC"
"2884","Bioética gerencial. Nueva forma de dirigir las organizaciones universitarias",0,2019,"NaGl4SEjCO4C"
"2885","La planificación del desarrollo sostenible desde los sistemas complejos adaptativos en Colombia",0,2019,"ns9cj8rnVeAC"
"2886","Elements of neuroplanning present in the strategic process of the private universities of the state of Zulia",0,2018,"4TOpqqG69KYC"
"2887","Elementos de la neuroplanifcación presentes en el proceso estratégico de las universidades privadas del estado Zulia.",0,2018,"zA6iFVUQeVQC"
"2888","La complejidad en ciencias sociales humanas y algunas contribuciones metodológicas",0,2018,"GnPB-g6toBAC"
"2889","Políticas de ciencia, tecnología e innovación en los sistemas de información para lograr la competitividad del departamento de Sucre, Colombia",0,2018,"YFjsv_pBGBYC"
"2890","La neuroplanificación: herramienta fundamental en el proceso estratégico de las universidades privadas del estado Zulia",0,2018,"NMxIlDl6LWMC"
"2891","Estrategias financieras para medir la gestión de las empresas del sector ganadero",0,2018,"blknAaTinKkC"
"2892","Gestión del conocimiento. Perspectiva multidisciplinaria. Volumen 6",0,2018,"TQgYirikUcIC"
"2893","Gestión del conocimiento. Perspectiva multidisciplinaria. Volumen 4",0,2018,"hFOr9nPyWt4C"
"2894","Las asesorías académicas en los estudiantes de matemáticas financieras de la Universidad Católica Luis Amigó",0,2018,"dhFuZR0502QC"
"2895","Retos de las universidades en la innovación social",0,2018,"QIV2ME_5wuYC"
"2896","Perfil de los emprendedores de la Facultad de Ciencias, Administrativas, Económicas y Contables de la Universidad Católica Luis Amigó",0,2018,"9ZlFYXVOiuMC"
"2897","E-competencias, apropiación social y actitudes hacia las TIC – TAC – TEP en las necesidades formativas del docente",0,2018,"Wp0gIr-vW9MC"
"2898","La linguisticidad de la planificación del desarrollo sostenible desde los sistemas complejos adaptativos",0,2018,"aqlVkmm33-oC"
"2899","Estrategias de Responsabilidad Social Universitaria para el Emprendimiento y la Inclusión Laboral de Comunidades Vulnerables.",0,2018,"qxL8FJ1GzNcC"
"2900","Elementos de la neuroplanificación presentes en el proceso estratégico de las universidades privadas del estado Zulia",0,2018,"M3ejUd6NZC8C"
"2901","RESPONSABILIDAD ÉTICA HERRAMIENTA PARA MEJORAR LA COMPETITIVIDAD DEL SECTOR SERVICIOS PETROLEROS",0,2018,"3fE2CSJIrl8C"
"2902","Gestión del conocimiento. Perspectiva multidisciplinaria. Volumen 2",0,2017,"mB3voiENLucC"
"2903","EMPRENDIMIENTO SOSTENIBLE EN LAS PYMES PARA LA GENERACIÓN DE EMPLEO",0,2017,"_FxGoFyzp5QC"
"2904","El emprendimiento social sostenible como estrategia de paz en comunidades vulnerables",0,2017,"YsMSGLbcyi4C"
"2905","La responsabilité sociale universitaire: l'entrepreneuriat équitable et son impact sur les populations vulnérables",0,2016,"g5m5HwL7SMYC"
"2906","Responsabilidad social interna de los gerentes del conocimiento",0,2016,"UebtZRa9Y70C"
"2907","Aproximación al concepto de Responsabilidad Social Universitaria",0,2016,"d1gkVwhDpl0C"
"2908","Emprendimiento sostenible como política de Estado. Libro electrónico Tendencias y Perspectivas de Políticas Públicas en Ciencia Tecnología e Innovación Volumen pp. 305-324",0,2014,"UeHWp8X0CEIC"
"2909","Factores de competitividad en PYMES manufactureras en Colombia",0,NA,"f2IySw72cVMC"
"2910","EL CAPITAL INTELECTUAL COMO ACTOR PRINCIPAL EN LA COMPETITIVIDAD EMPRESARIAL EN PYMES",0,NA,"yD5IFk8b50cC"
"2911","Factores de competitividad en PYMES manufactureras en Colombia",0,NA,"pqnbT2bcN3wC"
"2912","CAPÍTULO X LA LINGUISTICIDAD DE LA PLANIFICACIÓN DEL DESARROLLO SOSTENIBLE DESDE LOS SISTEMAS COMPLEJOS ADAPTATIVOS",0,NA,"70eg2SAEIzsC"
"2913","CAPÍTULO VIII E-COMPETENCIAS, APROPIACIÓN SOCIAL Y ACTITUDES HACIA LAS TIC–TAC–TEP EN LAS NECESIDADES FORMATIVAS DEL DOCENTE",0,NA,"35N4QoGY0k4C"
"2914","CAPÍTULO VIII ESTRATEGIAS DE RESPONSABILIDAD SOCIAL UNIVERSITARIA PARA EL EMPRENDIMIENTO Y LA INCLUSIÓN LABORAL DE COMUNIDADES VULNERABLES.",0,NA,"vV6vV6tmYwMC"
"2915","CAPÍTULO I EMPRENDIMIENTO SOSTENIBLE: UNA VISIÓN LATINOAMERICANA",0,NA,"lSLTfruPkqcC"
"2916","CAPÍTULO XIV COMPORTAMIENTO DE LAGESTIÓN DE VENTAS EN EMPRESAS EMPREDEDORAS DEL MUNICIPIO SANCTI SPIRITUS, CUBA",0,NA,"JV2RwH3_ST0C"
"2917","CAPÍTULO XIV FORMACIÓN POR COMPETENCIAS EN EL CONTEXTO PROVOCADO POR LA PANDEMIA DEL COVID-19",0,NA,"TFP_iSt0sucC"
"2918","CAPÍTULO XXXV EVALUACIÓN DE LA GESTIÓN DE ALMACENES. ESTUDIO DE ENTIDADES DEL MUNICIPIO SANCTI SPIRITUS, CUBA",0,NA,"iH-uZ7U-co4C"
"2919","CAPITULO XV POLÍTICAS DE CIENCIA, TECNOLOGÍA E INNOVACIÓN EN LOS SISTEMAS DE INFORMACIÓN PARA LOGRAR LA COMPETITIVIDAD DEL DEPARTAMENTO DE SUCRE, COLOMBIA",0,NA,"r0BpntZqJG4C"
"2920","CAPÍTULO IX INFLUENCIA DEL LIDERAZGO RESONANTE EN EL DESEMPEÑO LABORAL PARA CREAR ORGANIZACIONES SALUDABLES",0,NA,"j3f4tGmQtD8C"
"2921","CAPÍTULO XXX VALOR AGREGADO DEL PROCESO FORMATIVO EN LOS GRADUADOS DE LA UNIVERSIDAD CATÓLICA LUIS AMIGÓ",0,NA,"RHpTSmoSYBkC"
